110	Büthe, T. and Mattli, W. (2011). The New Global Rulers: The Privatization of Regulation in the World Economy. Princeton University Press. doi:10.23943/princeton/9780691144795.001.0001.	Academic synthesis	Legal / doctrinal / institutional analysis	Cross-domain mechanism / foundational transfer	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
111	Rysman, M. (2009). The Economics of Two-Sided Markets. Journal of Economic Perspectives, 23(3), 125–143. doi:10.1257/jep.23.3.125.	Academic synthesis	Review / synthesis / framework	Cross-domain mechanism / foundational transfer	Search/selection transparency; scope; evidence heterogeneity; inferential discipline	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
112	Abbott, K.W. and Snidal, D. (2009). Strengthening International Regulation Through Transnational New Governance: Overcoming the Orchestration Deficit. Vanderbilt Journal of Transnational Law, 42, 501–578.	Academic synthesis	Legal / doctrinal / institutional analysis	Cross-domain mechanism / foundational transfer	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
113	Abbott, K.W. and Snidal, D. (2009). The Governance Triangle: Regulatory Standards Institutions and the Shadow of the State. In W. Mattli and N. Woods (eds.), The Politics of Global Regulation, pp. 44–88. Princeton University Press. doi:10.1515/9781400830732.44.	Academic synthesis	Legal / doctrinal / institutional analysis	Cross-domain mechanism / foundational transfer	Jurisdiction; authority; temporal validity; contested interpretation; institutional competence	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
114	Rochet, J.-C. and Tirole, J. (2006). Two-Sided Markets: A Progress Report. RAND Journal of Economics, 37(3), 645–667. doi:10.1111/j.1756-2171.2006.tb00036.x.	Academic synthesis	Formal theory / mechanism design	Cross-domain mechanism / foundational transfer	Derivation; key-assumption sensitivity; institutional mapping; equilibrium domain	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
115	Goldfarb, A. and Tucker, C. (2019). Digital Economics. Journal of Economic Literature, 57(1), 3–43. doi:10.1257/jel.20171452.	Academic synthesis	Review / synthesis / framework	Cross-domain mechanism / foundational transfer	Search/selection transparency; scope; evidence heterogeneity; inferential discipline	Mechanism transfer only unless an independent AI-domain identification argument supports magnitude transfer.	No
116	McElheran, K., Li, J.F., Brynjolfsson, E., Kroff, Z., Dinlersoz, E., Foster, L.S. and Zolas, N. (2024). AI adoption in America: Who, what, and where. Journal of Economics & Management Strategy, 33(2), 375–415. doi:10.1111/jems.12576.	Academic synthesis	Observational / descriptive empirical	AI-market / adoption / algorithmic-adjacent evidence	Confounding; selection; measurement; denominator and sampling frame	Descriptive/associational use unless an identification design justifies stronger language.	No
117	Acemoglu, D., Anderson, G.W., Beede, D.N., Buffington, C., Childress, E.E., Dinlersoz, E., Foster, L.S., Goldschlag, N., Haltiwanger, J., Kroff, Z., Restrepo, P. and Zolas, N. (2025). Automation and the Workforce: A Firm-Level View from the 2019 Annual Business Survey. In S. Basu, L. Eldridge, J. Haltiwanger and E. Strassner (eds.), Technology, Productivity, and Economic Growth, pp. 13–56. University of Chicago Press. doi:10.7208/chicago/9780226839097.003.0002.	Academic synthesis	Observational / descriptive empirical	AI-market / adoption / algorithmic-adjacent evidence	Confounding; selection; measurement; denominator and sampling frame	Descriptive/associational use unless an identification design justifies stronger language.	No
118	Humlum, A. and Vestergaard, E. (2025). The unequal adoption of ChatGPT exacerbates existing inequalities among workers. Proceedings of the National Academy of Sciences, 122(1), e2414972121. doi:10.1073/pnas.2414972121.	Academic synthesis	Observational / descriptive empirical	AI-market / adoption / algorithmic-adjacent evidence	Confounding; selection; measurement; denominator and sampling frame	Descriptive/associational use unless an identification design justifies stronger language.	No
119	Agrawal, A., Gans, J.S. and Goldfarb, A. (2019). Artificial Intelligence: The Ambiguous Labor Market Impact of Automating Prediction. Journal of Economic Perspectives, 33(2), 31–50. doi:10.1257/jep.33.2.31.	Academic synthesis	Review / synthesis / framework	AI-market / adoption / algorithmic-adjacent evidence	Search/selection transparency; scope; evidence heterogeneity; inferential discipline	Framework/synthesis use only within stated scope; underlying primary evidence controls effect claims.	No
